task_id,read,update,scan,insert,mongodb_journalCommitInterval,mongodb_syncPeriodSecs,mongodb_cacheSizeGB,mongodb_journalCompressor,mongodb_blockCompressor,mongodb_connPoolMaxConnsPerHost,mongodb_connPoolMaxInUseConnsPerHost,mongodb_maxNumActiveUserIndexBuilds,mongodb_tcmallocReleaseRate,mongodb_maxSessions,mongodb_TransactionRecordMinimumLifetimeMinutes,mongodb_flowControlTargetLagSeconds,mongodb_oplogInitialFindMaxSeconds,mongodb_replWriterThreadCount,mongodb_wiredTigerConcurrentReadTransactions,mongodb_wiredTigerConcurrentWriteTransactions,mongodb_maxIncomingConnections,mongodb_netCompressors,mongodb_serviceExecutor,mongodb_maxTransactionLockRequestTimeoutMillis,mongodb_resource,mongodb_replicas,mongodb_ss_connections,mongodb_ss_extra_info_involuntary_context_switches,mongodb_ss_extra_info_page_reclaims,mongodb_ss_flowControl_timeAcquiringMicros,mongodb_ss_locks_Collection_acquireCount_W,mongodb_ss_locks_Collection_acquireCount_r,mongodb_ss_locks_Database_acquireCount_W,mongodb_ss_locks_Database_acquireCount_r,mongodb_ss_locks_Global_acquireCount_W,mongodb_ss_logicalSessionRecordCache_sessionsCollectionJobCount,mongodb_ss_mem_bits,mongodb_ss_mem_resident,mongodb_ss_mem_virtual,mongodb_ss_metrics_aggStageCounters_set,mongodb_ss_metrics_operatorCounters_match_eq,mongodb_ss_metrics_operatorCounters_match_lt,mongodb_ss_metrics_queryExecutor_scanned,mongodb_ss_metrics_ttl_passes,mongodb_ss_opcounters,mongodb_ss_tcmalloc_tcmalloc_pageheap_commit_count,mongodb_ss_tcmalloc_tcmalloc_pageheap_decommit_count,mongodb_ss_tcmalloc_tcmalloc_pageheap_reserve_count,mongodb_ss_uptime,mongodb_ss_wt_block_manager_blocks_read,mongodb_ss_wt_block_manager_blocks_written,mongodb_ss_wt_cache_application_threads_page_write_from_cache_to_disk_count,mongodb_ss_wt_cache_bytes_belonging_to_the_history_store_table_in_the_cache,mongodb_ss_wt_cache_eviction_calls_to_get_a_page,mongodb_ss_wt_cache_eviction_calls_to_get_a_page_found_queue_empty,mongodb_ss_wt_cache_eviction_calls_to_get_a_page_found_queue_empty_after_locking,mongodb_ss_wt_cache_eviction_passes_of_a_file,mongodb_ss_wt_cache_eviction_server_candidate_queue_not_empty_when_topping_up,mongodb_ss_wt_cache_eviction_server_slept_because_we_did_not_make_progress_with_eviction,mongodb_ss_wt_cache_eviction_walk_target_pages_histogram_0_9,mongodb_ss_wt_cache_eviction_walk_target_pages_histogram_10_31,mongodb_ss_wt_cache_eviction_walk_target_pages_histogram_64_128,mongodb_ss_wt_cache_eviction_walks_gave_up_because_they_restarted_their_walk_twice,mongodb_ss_wt_cache_eviction_walks_reached_end_of_tree,mongodb_ss_wt_cache_eviction_walks_started_from_root_of_tree,mongodb_ss_wt_cache_eviction_walks_started_from_saved_location_in_tree,mongodb_ss_wt_cache_eviction_worker_thread_evicting_pages,mongodb_ss_wt_cache_files_with_new_eviction_walks_started,mongodb_ss_wt_cache_forced_eviction_pages_evicted_that_were_dirty_time_usecs,mongodb_ss_wt_cache_forced_eviction_pages_selected_count,mongodb_ss_wt_cache_hazard_pointer_check_calls,mongodb_ss_wt_cache_hazard_pointer_check_entries_walked,mongodb_ss_wt_cache_history_store_table_on_disk_size,mongodb_ss_wt_cache_leaf_pages_split_during_eviction,mongodb_ss_wt_cache_modified_pages_evicted,mongodb_ss_wt_cache_pages_currently_held_in_the_cache,mongodb_ss_wt_cache_pages_evicted_in_parallel_with_checkpoint,mongodb_ss_wt_cache_pages_queued_for_eviction,mongodb_ss_wt_cache_pages_queued_for_eviction_post_lru_sorting,mongodb_ss_wt_cache_pages_queued_for_urgent_eviction,mongodb_ss_wt_cache_pages_read_into_cache_after_truncate,mongodb_ss_wt_cache_pages_seen_by_eviction_walk,mongodb_ss_wt_cache_pages_seen_by_eviction_walk_that_are_already_queued,mongodb_ss_wt_cache_pages_written_from_cache,mongodb_ss_wt_cache_pages_written_requiring_in_memory_restoration,mongodb_ss_wt_cache_percentage_overhead,mongodb_ss_wt_checkpoint_cleanup_pages_added_for_eviction,mongodb_ss_wt_checkpoint_cleanup_pages_visited,mongodb_ss_wt_connection_auto_adjusting_condition_resets,mongodb_ss_wt_connection_files_currently_open,mongodb_ss_wt_connection_hash_bucket_array_size_for_data_handles,mongodb_ss_wt_connection_pthread_mutex_shared_lock_write_lock_calls,mongodb_ss_wt_connection_total_fsync_I_Os,mongodb_ss_wt_connection_total_read_I_Os,mongodb_ss_wt_connection_total_write_I_Os,mongodb_ss_wt_cursor_cached_cursor_count,mongodb_ss_wt_cursor_cursor_create_calls,mongodb_ss_wt_cursor_cursor_modify_calls,mongodb_ss_wt_cursor_cursor_next_calls,mongodb_ss_wt_cursor_cursor_prev_calls,mongodb_ss_wt_cursor_cursor_remove_key_bytes_removed,mongodb_ss_wt_cursor_cursor_search_calls,mongodb_ss_wt_cursor_cursor_sweep_buckets,mongodb_ss_wt_cursor_cursor_sweep_cursors_examined,mongodb_ss_wt_cursor_cursor_sweeps,mongodb_ss_wt_data_handle_connection_data_handle_size,mongodb_ss_wt_data_handle_connection_data_handles_currently_active,mongodb_ss_wt_data_handle_connection_sweep_dhandles_removed_from_hash_list,mongodb_ss_wt_data_handle_connection_sweep_time_of_death_sets,mongodb_ss_wt_data_handle_connection_sweeps,mongodb_ss_wt_data_handle_session_sweep_attempts,mongodb_ss_wt_lock_checkpoint_lock_acquisitions,mongodb_ss_wt_lock_dhandle_write_lock_acquisitions,mongodb_ss_wt_lock_schema_lock_acquisitions,mongodb_ss_wt_lock_txn_global_read_lock_acquisitions,mongodb_ss_wt_lock_txn_global_write_lock_acquisitions,mongodb_ss_wt_log_log_records_compressed,mongodb_ss_wt_log_log_records_too_small_to_compress,mongodb_ss_wt_log_log_release_advances_write_LSN,mongodb_ss_wt_log_log_server_thread_advances_write_LSN,mongodb_ss_wt_log_log_server_thread_write_LSN_walk_skipped,mongodb_ss_wt_log_log_sync_dir_time_duration_usecs,mongodb_ss_wt_log_log_sync_operations,mongodb_ss_wt_log_slot_closures,mongodb_ss_wt_reconciliation_approximate_byte_size_of_transaction_IDs_in_pages_written,mongodb_ss_wt_reconciliation_page_reconciliation_calls,mongodb_ss_wt_reconciliation_page_reconciliation_calls_that_resulted_in_values_with_transaction_ids,mongodb_ss_wt_reconciliation_pages_deleted,mongodb_ss_wt_reconciliation_records_written_including_a_start_transaction_ID,mongodb_ss_wt_session_table_create_successful_calls,mongodb_ss_wt_snapshot_window_settings_cache_pressure_percentage_threshold,mongodb_ss_wt_thread_yield_page_acquire_locked_blocked,mongodb_ss_wt_txn_query_timestamp_calls,mongodb_ss_wt_txn_transaction_checkpoint_max_time_msecs,mongodb_ss_wt_txn_transaction_checkpoint_most_recent_duration_for_gathering_all_handles_usecs,mongodb_ss_wt_txn_transaction_checkpoint_most_recent_duration_for_gathering_applied_handles_usecs,mongodb_ss_wt_txn_transaction_checkpoint_most_recent_duration_for_gathering_skipped_handles_usecs,mongodb_ss_wt_txn_transaction_checkpoint_most_recent_handles_walked,mongodb_ss_wt_txn_transaction_checkpoint_most_recent_time_msecs,mongodb_ss_wt_txn_transaction_checkpoint_total_time_msecs,mongodb_ss_wt_txn_transaction_fsync_duration_for_checkpoint_after_allocating_the_transaction_ID_usecs,mongodb_sys_disks_sda_reads,mongodb_sys_disks_sda_reads_merged,mongodb_sys_disks_sr0_io_time_ms,mongodb_sys_disks_sr0_read_sectors,mongodb_sys_disks_sr0_read_time_ms,mongodb_sys_disks_sr0_reads,mongodb_sys_memory_Inactive_anon_kb,mongodb_sys_netstat_TcpExt_TCPHystartTrainCwnd,mongodb_sys_netstat_TcpExt_TCPKeepAlive,mongodb_sys_netstat_TcpExt_TCPPureAcks,mongodb_sys_netstat_Tcp_EstabResets,mongodb_sys_netstat_Tcp_RtoMin,mongodb_sys_vmstat_nr_mlock,mongodb_sys_vmstat_pgmajfault
1,473.0,306.0,75839.0,345.0,245,87,3.44,zstd,snappy,575,285,10,3.23,358525,43,5,220,21,288,568,789,snappy,adaptive,52,22,1,0.0,243.33,52007.33,27954.33,2.0,401.33,6.0,357.33,4.0,1.0,64.0,232.0,1663.0,0.0,124.67,0.0,45991.0,1.33,221.67,2953.0,1.0,74.0,118.67,1.0,2872.0,901.0,182.0,31.0,4.0,1.0,19.0,0.0,266.0,10.0,7.0,0.0,17.0,35.0,17.0,2.0,26.0,18.0,10554.0,13.33,39.33,0.0,4096.0,22.0,27.0,2040.33,0.0,87.0,30.0,7.0,10.0,294.0,181.0,2854.0,22.0,8.0,0.0,12.0,644.0,16.0,512.0,591.0,174.67,20.0,4106.33,29.33,85.33,86.67,85265.0,8.33,0.0,46404.67,430.0,2.0,71.67,440.0,25.0,0.0,49.0,11.0,40.0,1.0,27.0,15.0,422.0,410.0,104627.67,43.0,14.0,1192.0,41088.0,24328.0,137.67,1215.33,1184.0,44.0,2.0,0.0,148.0,11.0,95.0,0.0,119.67,812.0,177.0,165.0,0.0,25.0,812.0,812.0,639253.0,183192.0,38689.0,52.0,5.0,30.0,11.0,2.03,224.0,0.0,385.67,1.33,200.0,0.0,16727.0
2,15591.0,88959.0,304383.0,81407.0,43,49,2.51,none,snappy,433,373,7,3.87,451950,29,7,145,11,526,567,273,zstd,adaptive,78,1,1,0.67,318.33,20033.0,5282.0,2.0,95.0,6.0,59.0,4.0,1.0,64.0,106.33,1496.0,0.0,7.0,0.0,0.0,1.0,169.0,62.0,0.0,62.0,101.67,0.67,49.0,33.67,182.0,5.33,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,33.67,0.0,8.0,0.0,7.67,98.33,16.0,512.0,277.67,346.67,20.0,411.0,21.0,77.33,0.0,51.67,8.0,0.0,309.67,316.0,1.33,52.67,440.0,25.67,0.0,37.67,8.0,37.67,1.33,27.67,15.33,144.33,125.0,0.0,0.0,14.33,328.33,4090.33,19392.0,308.33,342.67,112.0,15.33,1.33,0.0,14.0,11.0,95.0,0.0,90.33,596.33,602.67,555.33,19.67,23.0,596.33,697.0,231188.33,183194.0,38689.0,52.0,5.0,30.0,11.0,1.87,154.0,0.0,89.67,2.67,200.0,0.0,16727.0
3,482.0,338.0,75839.0,342.0,180,39,2.23,none,zlib,464,108,7,3.01,946987,10,10,115,20,802,757,147,snappy,adaptive,39,17,1,0.0,283.0,52433.0,27343.33,2.0,319.33,6.0,289.33,4.0,1.0,64.0,233.0,1666.0,0.0,101.0,0.0,38807.0,1.33,152.67,682.0,1.0,77.0,120.0,6.67,2397.33,1017.0,182.0,114.33,16.33,3.0,65.0,8.0,885.0,37.0,13.0,7.0,60.0,122.0,60.0,5.0,95.0,62.0,11296.0,14.0,109.0,41.0,4096.0,86.0,95.0,1373.67,0.0,161.0,205.0,6.0,10.0,6486.0,1001.0,2370.0,89.0,8.0,0.0,916.33,626.33,16.33,512.0,1097.0,222.33,28.33,3681.0,26.33,82.33,102.0,85907.0,8.33,0.0,39220.67,432.0,1.0,72.0,440.0,26.0,3.0,47.33,11.0,39.67,2.67,34.0,16.67,933.33,899.67,0.0,0.0,15.33,1244.67,35087.33,79026.0,170.67,1261.0,2346.67,263.0,4.67,0.0,293.33,11.0,95.0,294.0,121.0,916.67,48.0,27.67,7.33,27.67,916.67,1355.67,490879.33,183722.0,38689.0,52.0,5.0,30.0,11.0,2.02,152.0,0.0,361.33,3.0,200.0,0.0,16728.0
4,502.0,341.0,75711.0,347.0,149,85,1.11,none,snappy,263,300,1,3.58,564392,46,1,285,31,216,744,174,snappy,synchronous,16,5,1,0.33,176.67,44207.67,20714.0,2.0,288.67,6.0,254.67,4.0,1.0,64.0,201.33,1615.33,0.0,89.67,0.0,29237.0,1.0,175.0,1756.67,1.0,70.0,103.0,0.0,2976.33,663.0,182.0,271.33,16.67,7.67,128.0,11.67,498.0,83.67,21.67,11.33,121.0,246.33,121.0,7.0,246.0,125.33,0.0,8.33,254.33,26.33,4096.0,87.67,246.0,2081.67,7.0,341.33,513.33,3.67,10.0,10887.0,2981.67,2958.33,246.0,8.0,0.0,11.0,485.0,16.0,512.0,808.67,193.0,19.33,3998.33,28.33,84.33,81.67,71986.67,8.0,0.0,29626.67,396.0,3.0,66.0,440.0,25.0,0.0,45.0,10.0,39.33,1.0,27.0,15.0,668.33,642.0,0.0,0.0,14.0,988.0,28746.33,32713.0,154.0,1002.33,2000.0,261.0,4.0,0.0,250.0,11.0,95.0,26.67,104.0,827.0,178.0,165.0,0.0,25.0,827.0,827.0,570624.0,183722.0,38689.0,52.0,5.0,30.0,11.0,1.97,174.0,0.0,309.0,2.0,200.0,0.0,16728.0
5,494.0,312.0,70271.0,315.0,430,72,3.65,none,snappy,582,1000,8,8.71,907591,34,2,253,21,773,433,680,zstd,synchronous,50,6,1,0.0,186.67,50686.33,22406.33,2.0,380.0,6.0,344.67,4.0,1.0,64.0,227.0,1648.0,0.0,95.0,0.0,47980.67,1.33,169.33,1641.0,1.0,71.0,117.0,1.0,1300.0,91.0,182.0,28.0,3.0,1.0,20.0,0.0,267.0,15.0,3.0,0.0,18.0,37.0,18.0,2.0,24.0,19.0,10833.0,13.67,37.67,1.0,4096.0,20.0,25.0,1283.67,0.0,89.0,31.0,5.0,10.0,296.0,183.0,1286.0,21.0,8.0,0.0,7.0,600.0,16.0,512.0,574.0,122.0,21.0,2483.67,25.33,80.33,88.67,89425.67,8.33,0.0,48375.33,400.0,2.0,66.67,440.0,25.0,0.0,47.33,11.0,37.33,1.0,27.0,15.0,412.67,394.67,0.0,0.0,14.0,1144.33,34753.33,51996.0,83.0,1162.67,96.0,35.0,1.0,0.0,12.0,11.0,95.0,0.0,118.0,306.0,723.0,695.0,0.0,21.0,306.0,306.0,220986.0,183727.0,38689.0,52.0,5.0,30.0,11.0,2.01,167.33,0.0,362.0,3.0,200.0,0.0,16728.0
6,513.0,372.0,72383.0,385.0,235,34,1.01,snappy,zstd,680,227,8,1.85,903991,12,5,291,25,310,883,1013,snappy,adaptive,38,12,1,0.33,211.33,44408.67,20789.67,2.0,255.0,6.0,231.0,4.0,1.0,64.0,202.0,1633.0,0.0,72.0,0.0,29565.33,1.0,110.0,657.0,1.0,75.0,102.0,8.67,1302.33,172.0,182.0,169.67,10.33,4.33,457.0,18.33,1007.0,331.0,116.33,3.67,453.0,908.33,453.0,4.0,155.0,455.33,0.0,8.0,163.0,83.67,4096.0,75.0,153.0,997.0,0.0,229.0,549.0,4.33,10.0,5151.67,2165.67,1283.67,144.0,8.0,0.0,371.33,460.33,16.0,512.0,1041.67,153.33,29.0,2212.67,25.33,80.67,74.67,54552.0,8.0,0.0,29934.0,362.0,2.0,60.33,440.0,25.0,1.33,39.33,10.0,38.67,2.33,29.67,16.33,889.67,871.33,3531.33,48.33,15.33,873.0,27746.0,27528.0,110.67,890.0,533.33,216.0,36.67,0.0,66.67,11.0,95.0,559.33,103.0,527.33,105.33,27.67,59.33,23.33,432.0,771.0,255921.67,183727.0,38689.0,52.0,5.0,30.0,11.0,1.97,108.67,0.0,267.33,1.0,200.0,0.0,16728.0
7,464.0,397.0,76479.0,277.0,340,51,2.26,snappy,zlib,725,160,10,8.96,582015,32,2,35,13,329,548,128,zlib,synchronous,50,15,1,0.0,237.33,54239.33,25122.67,2.0,336.0,6.0,309.33,4.0,1.0,64.0,241.0,1637.33,0.0,105.0,0.0,43487.33,1.33,118.67,1328.67,1.0,70.67,116.0,3.0,2718.0,1197.0,182.0,81.67,11.67,1.67,41.0,0.0,1290.33,19.0,13.0,4.0,36.0,74.0,37.0,4.0,68.33,38.0,11488.0,13.67,82.0,57.33,4096.0,60.67,68.67,1507.0,0.0,168.0,75.0,9.0,10.0,4012.0,678.0,2696.0,64.67,8.0,0.0,928.0,619.33,16.0,512.0,1192.0,149.67,24.0,3911.0,26.67,82.67,111.33,86487.0,8.33,0.0,43900.67,428.0,8.0,71.33,440.0,25.67,1.33,43.67,11.0,39.33,2.0,30.33,16.0,1028.67,1005.67,12590.33,47.0,15.0,1155.33,36419.0,59567.0,103.33,1171.33,728.0,214.67,39.0,0.0,91.0,11.0,95.0,808.0,117.0,1823.0,77.0,55.0,10.0,27.0,1823.0,2108.0,849035.0,183727.0,38689.0,52.0,5.0,30.0,11.0,2.03,115.33,0.0,286.0,0.0,200.0,0.0,16728.0
8,911.0,384.0,76671.0,670.0,35,80,3.54,zstd,zstd,578,447,9,6.15,113163,56,3,31,17,309,219,206,snappy,adaptive,37,5,1,0.0,239.0,38699.67,19448.33,2.0,222.33,6.0,197.33,4.0,1.0,64.0,179.67,1600.0,0.0,61.33,0.0,27290.67,1.0,130.0,428.0,1.0,73.0,105.0,0.0,198.33,180.33,182.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7765.33,7.67,7.67,0.0,4096.0,0.67,0.67,80.67,0.0,0.0,0.0,0.0,10.0,0.0,0.0,180.33,0.67,8.0,0.0,10.0,446.0,16.0,512.0,298.0,428.33,19.0,1126.67,23.0,78.67,49.67,39558.33,8.0,0.0,27632.33,348.0,2.67,58.0,440.0,25.0,0.0,42.33,10.0,37.67,1.0,27.0,15.0,153.67,128.67,58768.67,43.0,14.0,894.67,18045.0,21314.0,391.0,909.33,112.0,19.67,1.0,0.0,14.0,11.0,95.0,0.0,105.0,1003.0,258.0,240.0,0.0,25.0,1003.0,1003.0,504782.0,183727.0,38689.0,52.0,5.0,30.0,11.0,1.97,132.0,0.0,374.0,2.67,200.0,0.0,16728.0
9,492.0,335.0,74047.0,304.0,103,49,2.98,none,none,976,146,7,8.7,925097,38,8,96,20,871,418,367,snappy,adaptive,84,29,1,0.0,191.67,44762.67,22980.33,2.0,318.67,6.0,277.33,4.0,1.0,64.0,204.33,1632.0,0.0,78.67,0.0,38279.67,1.0,210.33,968.0,1.0,74.0,103.0,861.67,1831.0,1614.33,182.0,22.67,6.67,0.67,12.0,0.0,181.33,7.33,4.0,0.0,10.0,20.67,10.0,2.0,15.33,10.67,10705.0,10.67,26.0,0.0,4096.0,12.33,16.33,1153.33,0.0,62.0,24.0,0.0,11.0,134.67,62.0,1812.33,9.0,8.0,0.0,65.33,467.33,16.0,512.0,445.67,239.67,881.67,2844.67,26.33,82.0,53.67,63213.33,9.0,0.0,38654.67,360.0,2.67,60.0,440.0,25.0,1.33,47.33,10.0,39.33,1.67,29.67,15.67,288.67,272.33,0.0,0.0,14.67,978.0,29745.67,30411.67,198.0,993.33,416.0,84.33,32.33,0.0,52.0,11.0,95.0,0.0,104.0,732.67,299.67,275.33,6.67,25.0,732.67,950.0,562976.67,183732.0,38689.0,52.0,5.0,30.0,11.0,2.0,190.67,0.0,441.33,3.0,200.0,0.0,16728.0
10,483.0,297.0,72703.0,276.0,58,45,2.54,snappy,zstd,647,465,3,3.5,79096,58,10,94,12,694,279,244,snappy,synchronous,89,10,1,0.0,233.0,53355.67,25184.67,2.0,387.33,6.0,359.0,4.0,1.0,64.0,237.0,1638.33,0.0,95.67,0.0,54329.33,1.33,145.0,721.67,1.0,71.67,118.0,4.33,2271.67,960.0,182.0,55.33,11.0,1.67,34.0,0.0,978.0,14.0,13.67,2.67,30.33,62.33,30.33,3.67,42.67,32.0,10118.0,13.67,56.33,67.0,4096.0,37.67,43.67,1363.0,0.0,140.0,60.67,8.0,11.0,2842.0,559.33,2249.67,37.67,8.0,0.0,93.0,585.33,16.0,512.0,664.67,399.0,25.0,3612.33,30.33,86.33,100.67,97017.33,9.33,0.0,54735.0,436.0,1.0,72.67,440.0,25.0,2.0,47.0,11.0,41.0,2.0,31.0,16.0,498.0,475.0,12330.33,47.0,15.0,1304.0,31752.67,63026.67,353.33,1319.33,1840.0,142.67,76.0,0.0,230.0,11.0,95.0,918.0,119.0,1705.0,68.0,49.0,8.0,27.0,1705.0,2016.0,492847.0,183732.0,38689.0,52.0,5.0,30.0,11.0,2.04,122.67,0.0,310.0,1.0,200.0,0.0,16728.0
